date,Appliances
2016-02-1305:10:00,60
2016-02-1305:20:00,50
2016-02-1305:30:00,50
2016-02-1305:40:00,50
2016-02-1305:50:00,50
2016-02-1306:00:00,20
2016-02-1306:10:00,30
2016-02-1306:20:00,20
2016-02-1306:30:00,40
2016-02-1306:40:00,50
2016-02-1306:50:00,60
2016-02-1307:00:00,50
2016-02-1307:10:00,50
2016-02-1307:20:00,50
2016-02-1307:30:00,50
2016-02-1307:40:00,50
2016-02-1307:50:00,40
2016-02-1308:00:00,50
2016-02-1308:10:00,40
2016-02-1308:20:00,50
2016-02-1308:30:00,90
2016-02-1308:40:00,70
2016-02-1308:50:00,60
2016-02-1309:00:00,70
2016-02-1309:10:00,60
2016-02-1309:20:00,130
2016-02-1309:30:00,340
2016-02-1309:40:00,230
2016-02-1309:50:00,80
2016-02-1310:00:00,40
2016-02-1310:10:00,50
2016-02-1310:20:00,70
2016-02-1310:30:00,70
2016-02-1310:40:00,80
2016-02-1310:50:00,60
2016-02-1311:00:00,50
2016-02-1311:10:00,320
2016-02-1311:20:00,390
2016-02-1311:30:00,300
2016-02-1311:40:00,310
2016-02-1311:50:00,250
2016-02-1312:00:00,250
2016-02-1312:10:00,130
2016-02-1312:20:00,100
2016-02-1312:30:00,100
2016-02-1312:40:00,220
2016-02-1312:50:00,240
2016-02-1313:00:00,150
2016-02-1313:10:00,100
2016-02-1313:20:00,110
2016-02-1313:30:00,100
2016-02-1313:40:00,90
2016-02-1313:50:00,100
2016-02-1314:00:00,90
2016-02-1314:10:00,100
2016-02-1314:20:00,100
2016-02-1314:30:00,100
2016-02-1314:40:00,100
2016-02-1314:50:00,100
2016-02-1315:00:00,100
2016-02-1315:10:00,80
2016-02-1315:20:00,80
2016-02-1315:30:00,70
2016-02-1315:40:00,60
2016-02-1315:50:00,70
2016-02-1316:00:00,70
2016-02-1316:10:00,80
2016-02-1316:20:00,80
2016-02-1316:30:00,100
2016-02-1316:40:00,100
2016-02-1316:50:00,90
2016-02-1317:00:00,100
2016-02-1317:10:00,90
2016-02-1317:20:00,60
2016-02-1317:30:00,90
2016-02-1317:40:00,60
2016-02-1317:50:00,80
2016-02-1318:00:00,90
2016-02-1318:10:00,100
2016-02-1318:20:00,160
2016-02-1318:30:00,410
2016-02-1318:40:00,550
2016-02-1318:50:00,500
2016-02-1319:00:00,550
2016-02-1319:10:00,140
2016-02-1319:20:00,80
2016-02-1319:30:00,90
2016-02-1319:40:00,120
2016-02-1319:50:00,120
2016-02-1320:00:00,90
2016-02-1320:10:00,80
2016-02-1320:20:00,80
2016-02-1320:30:00,80
2016-02-1320:40:00,70
2016-02-1320:50:00,80
2016-02-1321:00:00,70
2016-02-1321:10:00,60
2016-02-1321:20:00,80
2016-02-1321:30:00,80
2016-02-1321:40:00,80
2016-02-1321:50:00,70
2016-02-1322:00:00,80
2016-02-1322:10:00,70
2016-02-1322:20:00,60
2016-02-1322:30:00,30
2016-02-1322:40:00,40
2016-02-1322:50:00,30
2016-02-1323:00:00,40
2016-02-1323:10:00,70
2016-02-1323:20:00,60
2016-02-1323:30:00,70
2016-02-1323:40:00,40
2016-02-1323:50:00,60
2016-02-1400:00:00,50
2016-02-1400:10:00,50
2016-02-1400:20:00,60
2016-02-1400:30:00,40
2016-02-1400:40:00,60
2016-02-1400:50:00,60
2016-02-1401:00:00,60
2016-02-1401:10:00,50
2016-02-1401:20:00,50
2016-02-1401:30:00,60
2016-02-1401:40:00,50
2016-02-1401:50:00,50
2016-02-1402:00:00,50
2016-02-1402:10:00,60
2016-02-1402:20:00,50
2016-02-1402:30:00,60
2016-02-1402:40:00,70
2016-02-1402:50:00,40
2016-02-1403:00:00,30
2016-02-1403:10:00,30
2016-02-1403:20:00,40
2016-02-1403:30:00,60
2016-02-1403:40:00,60
2016-02-1403:50:00,60
2016-02-1404:00:00,70
2016-02-1404:10:00,60
2016-02-1404:20:00,60
2016-02-1404:30:00,60
2016-02-1404:40:00,50
2016-02-1404:50:00,50
2016-02-1405:00:00,50
2016-02-1405:10:00,60
2016-02-1405:20:00,60
2016-02-1405:30:00,60
2016-02-1405:40:00,60
2016-02-1405:50:00,50
2016-02-1406:00:00,60
2016-02-1406:10:00,40
2016-02-1406:20:00,50
2016-02-1406:30:00,50
2016-02-1406:40:00,50
2016-02-1406:50:00,70
2016-02-1407:00:00,50
2016-02-1407:10:00,40
2016-02-1407:20:00,40
2016-02-1407:30:00,30
2016-02-1407:40:00,60
2016-02-1407:50:00,50
2016-02-1408:00:00,60
2016-02-1408:10:00,140
2016-02-1408:20:00,60
2016-02-1408:30:00,60
2016-02-1408:40:00,60
2016-02-1408:50:00,100
2016-02-1409:00:00,430
2016-02-1409:10:00,90
2016-02-1409:20:00,80
2016-02-1409:30:00,100
2016-02-1409:40:00,110
2016-02-1409:50:00,100
2016-02-1410:00:00,110
2016-02-1410:10:00,100
2016-02-1410:20:00,90
2016-02-1410:30:00,70
2016-02-1410:40:00,40
2016-02-1410:50:00,60
2016-02-1411:00:00,320
2016-02-1411:10:00,400
2016-02-1411:20:00,200
2016-02-1411:30:00,100
2016-02-1411:40:00,120
2016-02-1411:50:00,120
2016-02-1412:00:00,70
2016-02-1412:10:00,100
2016-02-1412:20:00,90
2016-02-1412:30:00,100
2016-02-1412:40:00,120
2016-02-1412:50:00,270
2016-02-1413:00:00,210
2016-02-1413:10:00,240
2016-02-1413:20:00,90
2016-02-1413:30:00,100
2016-02-1413:40:00,100
2016-02-1413:50:00,80
2016-02-1414:00:00,110
2016-02-1414:10:00,100
2016-02-1414:20:00,100
2016-02-1414:30:00,100
2016-02-1414:40:00,100
2016-02-1414:50:00,100
2016-02-1415:00:00,100
2016-02-1415:10:00,100
2016-02-1415:20:00,110
2016-02-1415:30:00,110
2016-02-1415:40:00,110
2016-02-1415:50:00,110
2016-02-1416:00:00,120
2016-02-1416:10:00,110
2016-02-1416:20:00,110
2016-02-1416:30:00,100
2016-02-1416:40:00,80
2016-02-1416:50:00,110
2016-02-1417:00:00,100
2016-02-1417:10:00,110
2016-02-1417:20:00,100
2016-02-1417:30:00,90
2016-02-1417:40:00,160
2016-02-1417:50:00,120
2016-02-1418:00:00,100
2016-02-1418:10:00,90
2016-02-1418:20:00,80
2016-02-1418:30:00,170
2016-02-1418:40:00,320
2016-02-1418:50:00,400
2016-02-1419:00:00,400
2016-02-1419:10:00,340
2016-02-1419:20:00,120
2016-02-1419:30:00,120
2016-02-1419:40:00,120
2016-02-1419:50:00,120
2016-02-1420:00:00,110
2016-02-1420:10:00,120
2016-02-1420:20:00,130
2016-02-1420:30:00,130
2016-02-1420:40:00,290
2016-02-1420:50:00,120
2016-02-1421:00:00,120
2016-02-1421:10:00,110
2016-02-1421:20:00,160
2016-02-1421:30:00,150
2016-02-1421:40:00,130
2016-02-1421:50:00,130
2016-02-1422:00:00,150
2016-02-1422:10:00,110
2016-02-1422:20:00,100
2016-02-1422:30:00,100
2016-02-1422:40:00,70
2016-02-1422:50:00,70
2016-02-1423:00:00,50
2016-02-1423:10:00,50
2016-02-1423:20:00,50
2016-02-1423:30:00,30
2016-02-1423:40:00,50
2016-02-1423:50:00,60
2016-02-1500:00:00,60
2016-02-1500:10:00,60
2016-02-1500:20:00,50
2016-02-1500:30:00,60
2016-02-1500:40:00,60
2016-02-1500:50:00,60
2016-02-1501:00:00,70
2016-02-1501:10:00,50
2016-02-1501:20:00,60
2016-02-1501:30:00,60
2016-02-1501:40:00,30
2016-02-1501:50:00,40
2016-02-1502:00:00,40
2016-02-1502:10:00,50
2016-02-1502:20:00,70
2016-02-1502:30:00,60
2016-02-1502:40:00,50
2016-02-1502:50:00,70
2016-02-1503:00:00,50
2016-02-1503:10:00,50
2016-02-1503:20:00,70
2016-02-1503:30:00,50
2016-02-1503:40:00,70
2016-02-1503:50:00,60
2016-02-1504:00:00,50
2016-02-1504:10:00,40
2016-02-1504:20:00,30
2016-02-1504:30:00,40
2016-02-1504:40:00,50
2016-02-1504:50:00,60
2016-02-1505:00:00,70
2016-02-1505:10:00,60
2016-02-1505:20:00,60
2016-02-1505:30:00,50
2016-02-1505:40:00,60
2016-02-1505:50:00,50
2016-02-1506:00:00,60
2016-02-1506:10:00,50
2016-02-1506:20:00,70
2016-02-1506:30:00,40
2016-02-1506:40:00,50
2016-02-1506:50:00,30
2016-02-1507:00:00,70
2016-02-1507:10:00,50
2016-02-1507:20:00,40
2016-02-1507:30:00,50
2016-02-1507:40:00,50
2016-02-1507:50:00,80
2016-02-1508:00:00,50
2016-02-1508:10:00,40
2016-02-1508:20:00,40
2016-02-1508:30:00,50
2016-02-1508:40:00,320
2016-02-1508:50:00,310
2016-02-1509:00:00,90
2016-02-1509:10:00,50
2016-02-1509:20:00,70
2016-02-1509:30:00,70
2016-02-1509:40:00,60
2016-02-1509:50:00,60
2016-02-1510:00:00,70
2016-02-1510:10:00,270
2016-02-1510:20:00,740
2016-02-1510:30:00,590
2016-02-1510:40:00,380
2016-02-1510:50:00,280
2016-02-1511:00:00,240
2016-02-1511:10:00,250
2016-02-1511:20:00,210
2016-02-1511:30:00,80
2016-02-1511:40:00,70
2016-02-1511:50:00,50
2016-02-1512:00:00,60
2016-02-1512:10:00,50
2016-02-1512:20:00,50
2016-02-1512:30:00,50
2016-02-1512:40:00,530
2016-02-1512:50:00,370
2016-02-1513:00:00,300
2016-02-1513:10:00,290
2016-02-1513:20:00,270
2016-02-1513:30:00,240
2016-02-1513:40:00,220
2016-02-1513:50:00,150
2016-02-1514:00:00,60
2016-02-1514:10:00,310
2016-02-1514:20:00,340
2016-02-1514:30:00,100
2016-02-1514:40:00,60
2016-02-1514:50:00,60
2016-02-1515:00:00,70
2016-02-1515:10:00,60
2016-02-1515:20:00,60
2016-02-1515:30:00,50
2016-02-1515:40:00,50
2016-02-1515:50:00,40
2016-02-1516:00:00,30
2016-02-1516:10:00,30
2016-02-1516:20:00,30
2016-02-1516:30:00,50
2016-02-1516:40:00,40
2016-02-1516:50:00,50
2016-02-1517:00:00,40
2016-02-1517:10:00,40
2016-02-1517:20:00,60
2016-02-1517:30:00,80
2016-02-1517:40:00,110
2016-02-1517:50:00,110
2016-02-1518:00:00,100
2016-02-1518:10:00,140
2016-02-1518:20:00,310
2016-02-1518:30:00,290
2016-02-1518:40:00,250
2016-02-1518:50:00,310
2016-02-1519:00:00,110
2016-02-1519:10:00,110
2016-02-1519:20:00,370
2016-02-1519:30:00,140
2016-02-1519:40:00,440
2016-02-1519:50:00,150
2016-02-1520:00:00,260
2016-02-1520:10:00,290
2016-02-1520:20:00,110
2016-02-1520:30:00,100
2016-02-1520:40:00,100
2016-02-1520:50:00,90
2016-02-1521:00:00,360
2016-02-1521:10:00,270
2016-02-1521:20:00,70
2016-02-1521:30:00,90
2016-02-1521:40:00,100
2016-02-1521:50:00,100
2016-02-1522:00:00,90
2016-02-1522:10:00,70
2016-02-1522:20:00,70
2016-02-1522:30:00,80
2016-02-1522:40:00,50
2016-02-1522:50:00,60
2016-02-1523:00:00,50
2016-02-1523:10:00,50
2016-02-1523:20:00,50
2016-02-1523:30:00,40
2016-02-1523:40:00,60
2016-02-1523:50:00,60
2016-02-1600:00:00,60
2016-02-1600:10:00,60
2016-02-1600:20:00,60
2016-02-1600:30:00,60
2016-02-1600:40:00,60
2016-02-1600:50:00,50
2016-02-1601:00:00,50
2016-02-1601:10:00,30
2016-02-1601:20:00,30
2016-02-1601:30:00,30
2016-02-1601:40:00,20
2016-02-1601:50:00,60
2016-02-1602:00:00,50
2016-02-1602:10:00,50
2016-02-1602:20:00,40
2016-02-1602:30:00,40
2016-02-1602:40:00,50
2016-02-1602:50:00,50
2016-02-1603:00:00,40
2016-02-1603:10:00,60
2016-02-1603:20:00,40
2016-02-1603:30:00,40
2016-02-1603:40:00,20
2016-02-1603:50:00,20
2016-02-1604:00:00,40
2016-02-1604:10:00,50
2016-02-1604:20:00,40
2016-02-1604:30:00,60
2016-02-1604:40:00,60
2016-02-1604:50:00,50
2016-02-1605:00:00,40
2016-02-1605:10:00,50
2016-02-1605:20:00,40
2016-02-1605:30:00,40
2016-02-1605:40:00,30
2016-02-1605:50:00,20
2016-02-1606:00:00,40
2016-02-1606:10:00,40
2016-02-1606:20:00,50
2016-02-1606:30:00,50
2016-02-1606:40:00,40
2016-02-1606:50:00,40
2016-02-1607:00:00,50
2016-02-1607:10:00,50
2016-02-1607:20:00,60
2016-02-1607:30:00,60
2016-02-1607:40:00,40
2016-02-1607:50:00,40
2016-02-1608:00:00,40
2016-02-1608:10:00,50
2016-02-1608:20:00,60
2016-02-1608:30:00,520
2016-02-1608:40:00,690
2016-02-1608:50:00,420
2016-02-1609:00:00,310
2016-02-1609:10:00,270
2016-02-1609:20:00,230
2016-02-1609:30:00,230
2016-02-1609:40:00,150
2016-02-1609:50:00,70
2016-02-1610:00:00,100
2016-02-1610:10:00,390
2016-02-1610:20:00,270
2016-02-1610:30:00,280
2016-02-1610:40:00,260
2016-02-1610:50:00,240
2016-02-1611:00:00,260
2016-02-1611:10:00,190
2016-02-1611:20:00,120
2016-02-1611:30:00,70
2016-02-1611:40:00,50
2016-02-1611:50:00,70
2016-02-1612:00:00,40
2016-02-1612:10:00,40
2016-02-1612:20:00,40
2016-02-1612:30:00,60
2016-02-1612:40:00,80
2016-02-1612:50:00,170
2016-02-1613:00:00,70
2016-02-1613:10:00,60
2016-02-1613:20:00,70
2016-02-1613:30:00,60
2016-02-1613:40:00,70
2016-02-1613:50:00,80
2016-02-1614:00:00,70
2016-02-1614:10:00,70
2016-02-1614:20:00,70
2016-02-1614:30:00,30
2016-02-1614:40:00,30
2016-02-1614:50:00,30
2016-02-1615:00:00,110
2016-02-1615:10:00,50
2016-02-1615:20:00,60
2016-02-1615:30:00,50
2016-02-1615:40:00,50
2016-02-1615:50:00,50
2016-02-1616:00:00,40
2016-02-1616:10:00,50
2016-02-1616:20:00,50
2016-02-1616:30:00,50
2016-02-1616:40:00,60
2016-02-1616:50:00,40
2016-02-1617:00:00,50
2016-02-1617:10:00,50
2016-02-1617:20:00,50
2016-02-1617:30:00,60
2016-02-1617:40:00,40
2016-02-1617:50:00,70
2016-02-1618:00:00,70
2016-02-1618:10:00,90
2016-02-1618:20:00,90
2016-02-1618:30:00,100
2016-02-1618:40:00,180
2016-02-1618:50:00,390
2016-02-1619:00:00,370
2016-02-1619:10:00,120
2016-02-1619:20:00,100
2016-02-1619:30:00,120
2016-02-1619:40:00,120
2016-02-1619:50:00,100
2016-02-1620:00:00,90
2016-02-1620:10:00,90
2016-02-1620:20:00,80
2016-02-1620:30:00,120
2016-02-1620:40:00,110
2016-02-1620:50:00,140
2016-02-1621:00:00,120
2016-02-1621:10:00,110
2016-02-1621:20:00,100
2016-02-1621:30:00,110
2016-02-1621:40:00,80
2016-02-1621:50:00,90
2016-02-1622:00:00,90
2016-02-1622:10:00,70
2016-02-1622:20:00,70
2016-02-1622:30:00,50
2016-02-1622:40:00,40
2016-02-1622:50:00,50
2016-02-1623:00:00,50
2016-02-1623:10:00,60
2016-02-1623:20:00,60
2016-02-1623:30:00,60
2016-02-1623:40:00,60
2016-02-1623:50:00,60
2016-02-1700:00:00,60
2016-02-1700:10:00,60
2016-02-1700:20:00,40
2016-02-1700:30:00,50
2016-02-1700:40:00,40
2016-02-1700:50:00,50
2016-02-1701:00:00,70
2016-02-1701:10:00,60
2016-02-1701:20:00,60
2016-02-1701:30:00,60
2016-02-1701:40:00,50
2016-02-1701:50:00,70
2016-02-1702:00:00,60
2016-02-1702:10:00,60
2016-02-1702:20:00,70
2016-02-1702:30:00,60
2016-02-1702:40:00,40
2016-02-1702:50:00,40
2016-02-1703:00:00,30
2016-02-1703:10:00,60
2016-02-1703:20:00,60
2016-02-1703:30:00,70
2016-02-1703:40:00,70
2016-02-1703:50:00,50
2016-02-1704:00:00,70
2016-02-1704:10:00,50
2016-02-1704:20:00,60
2016-02-1704:30:00,60
2016-02-1704:40:00,60
2016-02-1704:50:00,70
2016-02-1705:00:00,40
2016-02-1705:10:00,40
2016-02-1705:20:00,40
2016-02-1705:30:00,50
2016-02-1705:40:00,60
2016-02-1705:50:00,60
2016-02-1706:00:00,60
2016-02-1706:10:00,60
2016-02-1706:20:00,70
2016-02-1706:30:00,50
2016-02-1706:40:00,70
2016-02-1706:50:00,50
2016-02-1707:00:00,70
2016-02-1707:10:00,60
2016-02-1707:20:00,50
2016-02-1707:30:00,60
2016-02-1707:40:00,70
2016-02-1707:50:00,60
2016-02-1708:00:00,60
2016-02-1708:10:00,60
2016-02-1708:20:00,60
2016-02-1708:30:00,60
2016-02-1708:40:00,50
2016-02-1708:50:00,50
2016-02-1709:00:00,60
2016-02-1709:10:00,80
2016-02-1709:20:00,80
2016-02-1709:30:00,30
2016-02-1709:40:00,80
2016-02-1709:50:00,20
2016-02-1710:00:00,100
2016-02-1710:10:00,50
2016-02-1710:20:00,100
2016-02-1710:30:00,80
2016-02-1710:40:00,60
2016-02-1710:50:00,80
2016-02-1711:00:00,90
2016-02-1711:10:00,70
2016-02-1711:20:00,50
2016-02-1711:30:00,60
2016-02-1711:40:00,120
2016-02-1711:50:00,40
2016-02-1712:00:00,90
2016-02-1712:10:00,50
2016-02-1712:20:00,30
2016-02-1712:30:00,60
2016-02-1712:40:00,40
2016-02-1712:50:00,50
2016-02-1713:00:00,60
2016-02-1713:10:00,50
2016-02-1713:20:00,60
2016-02-1713:30:00,80
2016-02-1713:40:00,100
2016-02-1713:50:00,100
2016-02-1714:00:00,90
2016-02-1714:10:00,100
2016-02-1714:20:00,100
2016-02-1714:30:00,50
2016-02-1714:40:00,50
2016-02-1714:50:00,40
2016-02-1715:00:00,50
2016-02-1715:10:00,60
2016-02-1715:20:00,50
2016-02-1715:30:00,60
2016-02-1715:40:00,60
2016-02-1715:50:00,60
2016-02-1716:00:00,60
2016-02-1716:10:00,50
2016-02-1716:20:00,70
2016-02-1716:30:00,90
2016-02-1716:40:00,100
2016-02-1716:50:00,100
2016-02-1717:00:00,100
2016-02-1717:10:00,80
2016-02-1717:20:00,70
2016-02-1717:30:00,70
2016-02-1717:40:00,70
2016-02-1717:50:00,80
2016-02-1718:00:00,90
2016-02-1718:10:00,90
2016-02-1718:20:00,90
2016-02-1718:30:00,90
2016-02-1718:40:00,100
2016-02-1718:50:00,90
2016-02-1719:00:00,100
2016-02-1719:10:00,180
2016-02-1719:20:00,100
2016-02-1719:30:00,80
2016-02-1719:40:00,80
2016-02-1719:50:00,60
2016-02-1720:00:00,70
2016-02-1720:10:00,60
2016-02-1720:20:00,80
2016-02-1720:30:00,70
2016-02-1720:40:00,100
2016-02-1720:50:00,90
2016-02-1721:00:00,130
2016-02-1721:10:00,100
2016-02-1721:20:00,100
2016-02-1721:30:00,90
2016-02-1721:40:00,90
2016-02-1721:50:00,60
2016-02-1722:00:00,60
2016-02-1722:10:00,60
2016-02-1722:20:00,60
2016-02-1722:30:00,70
2016-02-1722:40:00,30
2016-02-1722:50:00,40
2016-02-1723:00:00,50
2016-02-1723:10:00,40
2016-02-1723:20:00,50
2016-02-1723:30:00,60
2016-02-1723:40:00,50
2016-02-1723:50:00,60
2016-02-1800:00:00,60
2016-02-1800:10:00,60
2016-02-1800:20:00,50
2016-02-1800:30:00,50
2016-02-1800:40:00,40
2016-02-1800:50:00,30
2016-02-1801:00:00,30
2016-02-1801:10:00,60
2016-02-1801:20:00,60
2016-02-1801:30:00,60
2016-02-1801:40:00,50
2016-02-1801:50:00,50
2016-02-1802:00:00,60
2016-02-1802:10:00,50
2016-02-1802:20:00,50
2016-02-1802:30:00,60
2016-02-1802:40:00,50
2016-02-1802:50:00,60
2016-02-1803:00:00,40
2016-02-1803:10:00,40
2016-02-1803:20:00,30
2016-02-1803:30:00,30
2016-02-1803:40:00,50
2016-02-1803:50:00,50
2016-02-1804:00:00,60
2016-02-1804:10:00,70
2016-02-1804:20:00,50
2016-02-1804:30:00,50
2016-02-1804:40:00,50
2016-02-1804:50:00,60
2016-02-1805:00:00,50
2016-02-1805:10:00,60
2016-02-1805:20:00,60
2016-02-1805:30:00,40
2016-02-1805:40:00,40
2016-02-1805:50:00,30
2016-02-1806:00:00,30
2016-02-1806:10:00,60
2016-02-1806:20:00,50
2016-02-1806:30:00,60
2016-02-1806:40:00,50
2016-02-1806:50:00,60
2016-02-1807:00:00,60
2016-02-1807:10:00,50
2016-02-1807:20:00,80
2016-02-1807:30:00,70
2016-02-1807:40:00,50
2016-02-1807:50:00,30
2016-02-1808:00:00,40
2016-02-1808:10:00,40
2016-02-1808:20:00,50
2016-02-1808:30:00,60
2016-02-1808:40:00,50
2016-02-1808:50:00,170
2016-02-1809:00:00,270
2016-02-1809:10:00,70
2016-02-1809:20:00,90
2016-02-1809:30:00,90
2016-02-1809:40:00,260
2016-02-1809:50:00,150
2016-02-1810:00:00,80
2016-02-1810:10:00,60
2016-02-1810:20:00,60
2016-02-1810:30:00,70
2016-02-1810:40:00,50
2016-02-1810:50:00,130
2016-02-1811:00:00,540
2016-02-1811:10:00,510
2016-02-1811:20:00,200
2016-02-1811:30:00,200
2016-02-1811:40:00,180
2016-02-1811:50:00,190
2016-02-1812:00:00,100
2016-02-1812:10:00,240
2016-02-1812:20:00,140
2016-02-1812:30:00,100
2016-02-1812:40:00,90
2016-02-1812:50:00,70
2016-02-1813:00:00,70
2016-02-1813:10:00,60
2016-02-1813:20:00,60
2016-02-1813:30:00,70
2016-02-1813:40:00,50
2016-02-1813:50:00,50
2016-02-1814:00:00,50
2016-02-1814:10:00,40
2016-02-1814:20:00,50
2016-02-1814:30:00,40
2016-02-1814:40:00,20
2016-02-1814:50:00,40
2016-02-1815:00:00,20
2016-02-1815:10:00,40
2016-02-1815:20:00,50
2016-02-1815:30:00,40
2016-02-1815:40:00,50
2016-02-1815:50:00,50
2016-02-1816:00:00,40
2016-02-1816:10:00,50
2016-02-1816:20:00,50
2016-02-1816:30:00,80
2016-02-1816:40:00,90
2016-02-1816:50:00,80
2016-02-1817:00:00,100
2016-02-1817:10:00,100
2016-02-1817:20:00,80
2016-02-1817:30:00,80
2016-02-1817:40:00,70
2016-02-1817:50:00,70
2016-02-1818:00:00,80
2016-02-1818:10:00,90
2016-02-1818:20:00,80
2016-02-1818:30:00,160
2016-02-1818:40:00,440
2016-02-1818:50:00,230
2016-02-1819:00:00,260
2016-02-1819:10:00,180
2016-02-1819:20:00,100
2016-02-1819:30:00,90
2016-02-1819:40:00,90
2016-02-1819:50:00,90
2016-02-1820:00:00,80
2016-02-1820:10:00,70
2016-02-1820:20:00,70
2016-02-1820:30:00,70
2016-02-1820:40:00,100
2016-02-1820:50:00,90
2016-02-1821:00:00,80
2016-02-1821:10:00,80
2016-02-1821:20:00,90
2016-02-1821:30:00,80
2016-02-1821:40:00,90
2016-02-1821:50:00,90
2016-02-1822:00:00,80
2016-02-1822:10:00,80
2016-02-1822:20:00,80
2016-02-1822:30:00,60
2016-02-1822:40:00,40
2016-02-1822:50:00,30
2016-02-1823:00:00,30
2016-02-1823:10:00,60
2016-02-1823:20:00,50
2016-02-1823:30:00,40
2016-02-1823:40:00,50
2016-02-1823:50:00,50
2016-02-1900:00:00,40
2016-02-1900:10:00,50
2016-02-1900:20:00,50
2016-02-1900:30:00,60
2016-02-1900:40:00,50
2016-02-1900:50:00,20
2016-02-1901:00:00,30
2016-02-1901:10:00,20
2016-02-1901:20:00,40
2016-02-1901:30:00,50
2016-02-1901:40:00,50
2016-02-1901:50:00,50
2016-02-1902:00:00,50
2016-02-1902:10:00,50
2016-02-1902:20:00,40
2016-02-1902:30:00,50
2016-02-1902:40:00,40
2016-02-1902:50:00,40
2016-02-1903:00:00,50
2016-02-1903:10:00,40
2016-02-1903:20:00,30
2016-02-1903:30:00,30
2016-02-1903:40:00,30
2016-02-1903:50:00,50
2016-02-1904:00:00,40
2016-02-1904:10:00,50
2016-02-1904:20:00,50
2016-02-1904:30:00,50
2016-02-1904:40:00,60
2016-02-1904:50:00,40
2016-02-1905:00:00,50
2016-02-1905:10:00,40
2016-02-1905:20:00,50
2016-02-1905:30:00,40
2016-02-1905:40:00,20
2016-02-1905:50:00,40
2016-02-1906:00:00,30
2016-02-1906:10:00,40
2016-02-1906:20:00,40
2016-02-1906:30:00,50
2016-02-1906:40:00,40
2016-02-1906:50:00,50
2016-02-1907:00:00,50
2016-02-1907:10:00,50
2016-02-1907:20:00,60
2016-02-1907:30:00,100
2016-02-1907:40:00,40
2016-02-1907:50:00,40
2016-02-1908:00:00,30
2016-02-1908:10:00,40
2016-02-1908:20:00,30
2016-02-1908:30:00,50
2016-02-1908:40:00,60
2016-02-1908:50:00,200
2016-02-1909:00:00,340
2016-02-1909:10:00,150
2016-02-1909:20:00,120
2016-02-1909:30:00,70
2016-02-1909:40:00,70
2016-02-1909:50:00,90
2016-02-1910:00:00,70
2016-02-1910:10:00,80
2016-02-1910:20:00,170
2016-02-1910:30:00,700
2016-02-1910:40:00,580
2016-02-1910:50:00,320
2016-02-1911:00:00,280
2016-02-1911:10:00,260
2016-02-1911:20:00,350
2016-02-1911:30:00,390
2016-02-1911:40:00,270
2016-02-1911:50:00,320
2016-02-1912:00:00,480
2016-02-1912:10:00,610
2016-02-1912:20:00,610
2016-02-1912:30:00,390
2016-02-1912:40:00,340
2016-02-1912:50:00,240
2016-02-1913:00:00,260
2016-02-1913:10:00,210
2016-02-1913:20:00,140
2016-02-1913:30:00,70
2016-02-1913:40:00,50
2016-02-1913:50:00,50
2016-02-1914:00:00,110
2016-02-1914:10:00,350
2016-02-1914:20:00,210
2016-02-1914:30:00,50
2016-02-1914:40:00,60
2016-02-1914:50:00,60
2016-02-1915:00:00,50
2016-02-1915:10:00,330
2016-02-1915:20:00,380
2016-02-1915:30:00,280
2016-02-1915:40:00,240
2016-02-1915:50:00,220
2016-02-1916:00:00,190
2016-02-1916:10:00,200
2016-02-1916:20:00,120
2016-02-1916:30:00,50
2016-02-1916:40:00,50
2016-02-1916:50:00,60
2016-02-1917:00:00,40
2016-02-1917:10:00,50
2016-02-1917:20:00,90
2016-02-1917:30:00,410
2016-02-1917:40:00,320
2016-02-1917:50:00,310
2016-02-1918:00:00,280
2016-02-1918:10:00,250
2016-02-1918:20:00,180
2016-02-1918:30:00,110
2016-02-1918:40:00,90
2016-02-1918:50:00,90
2016-02-1919:00:00,40
2016-02-1919:10:00,30
2016-02-1919:20:00,50
2016-02-1919:30:00,50
2016-02-1919:40:00,50
2016-02-1919:50:00,50
2016-02-1920:00:00,40
2016-02-1920:10:00,40
2016-02-1920:20:00,50
2016-02-1920:30:00,40
2016-02-1920:40:00,50
2016-02-1920:50:00,50
2016-02-1921:00:00,50
2016-02-1921:10:00,40
2016-02-1921:20:00,40
2016-02-1921:30:00,30
2016-02-1921:40:00,20
2016-02-1921:50:00,30
2016-02-1922:00:00,50
2016-02-1922:10:00,50
2016-02-1922:20:00,50
2016-02-1922:30:00,40
2016-02-1922:40:00,40
2016-02-1922:50:00,50
2016-02-1923:00:00,50
2016-02-1923:10:00,30
2016-02-1923:20:00,50
2016-02-1923:30:00,50
2016-02-1923:40:00,50
2016-02-1923:50:00,40
2016-02-2000:00:00,30
2016-02-2000:10:00,20
2016-02-2000:20:00,30
2016-02-2000:30:00,50
2016-02-2000:40:00,50
2016-02-2000:50:00,50
2016-02-2001:00:00,60
2016-02-2001:10:00,50
2016-02-2001:20:00,40
2016-02-2001:30:00,40
2016-02-2001:40:00,50
2016-02-2001:50:00,40
2016-02-2002:00:00,50
2016-02-2002:10:00,50
2016-02-2002:20:00,60
2016-02-2002:30:00,40
2016-02-2002:40:00,30
2016-02-2002:50:00,20
2016-02-2003:00:00,30
2016-02-2003:10:00,20
2016-02-2003:20:00,50
2016-02-2003:30:00,50
